2 50
52 81 433
97 49 432
33 85 279
24 32 635
42 52 299
59 59 382
47 63 655
85 84 595
1 12 405
89 28 722
43 88 343
76 96 430
61 67 450
35 31 669
13 2 436
55 2 306
80 78 423
88 20 301
42 36 525
82 76 477
67 36 625
75 93 487
48 53 396
76 58 577
53 72 362
53 59 657
77 61 406
92 27 276
72 3 580
33 25 373
67 44 633
10 35 514
50 64 256
96 29 317
46 4 365
23 31 427
17 7 449
33 47 517
38 20 325
64 5 548
55 58 676
3 12 337
29 35 289
15 28 541
99 83 263
22 59 267
35 89 689
24 9 376
74 95 688
8 27 596
