2 50
96 32 432
1 89 504
32 69 1190
40 60 1207
48 38 1146
64 74 36
78 36 388
29 91 688
15 46 454
98 55 551
63 55 302
31 98 870
71 80 414
78 25 202
16 85 959
59 72 350
21 93 783
88 22 46
12 7 93
100 82 531
17 2 241
91 31 418
76 20 176
71 90 1151
30 47 591
2 94 605
81 12 1082
48 60 245
95 88 440
74 88 609
8 64 29
79 88 1073
7 96 1158
30 84 234
7 28 636
36 6 1163
50 29 583
11 15 1103
9 57 245
55 73 201
93 57 602
4 98 377
86 63 813
81 97 746
14 97 1029
4 92 579
16 80 424
61 58 175
41 56 479
3 77 54
