2 50
77 88 230
8 37 155
61 41 70
25 17 337
74 9 239
81 98 103
21 79 1092
11 65 351
79 63 932
45 78 797
47 21 533
32 87 738
98 86 1030
69 39 602
31 38 142
25 6 191
31 27 914
49 26 753
19 88 703
81 1 976
65 74 91
94 42 592
16 7 476
70 81 411
27 15 375
71 47 958
35 72 584
58 89 333
72 28 277
73 67 870
37 6 72
27 100 233
91 34 802
39 84 56
1 88 39
76 14 950
29 4 1083
3 32 405
16 69 1056
33 79 923
10 43 623
99 15 428
60 99 59
59 79 399
19 92 1095
21 61 340
34 21 466
41 13 317
91 64 241
35 62 97
