2 50
68 37 885
79 47 1764
70 63 1570
31 59 1401
85 57 1474
65 6 1174
99 61 1557
80 90 1551
13 54 1081
99 38 777
29 38 1851
29 26 688
6 8 938
48 84 923
8 44 962
1 18 1710
5 21 1648
83 59 1348
40 83 1245
29 95 772
47 41 1325
62 15 1342
66 12 788
33 28 1156
34 80 1169
2 46 1765
39 51 1428
81 68 811
93 44 671
21 19 1150
56 13 820
54 72 941
71 100 1456
35 93 964
27 70 1144
59 86 1410
25 25 781
88 80 1169
37 40 1178
96 43 648
99 53 1619
44 61 906
30 38 1514
54 34 777
79 91 997
3 93 927
4 98 1607
41 22 1365
66 36 942
25 94 1089
