2 50
59 4 1483
84 76 1007
79 11 1223
8 54 1412
58 8 1341
49 31 1284
69 43 1306
64 72 1068
99 79 1372
23 33 1155
1 19 1070
84 47 1017
69 71 1162
14 42 1157
71 31 1035
72 83 1202
8 37 1295
55 99 1366
63 43 1294
15 14 995
86 78 1473
73 60 1002
46 65 1338
60 52 1045
37 17 1258
20 22 1313
67 58 1161
90 26 993
38 98 1315
49 9 1061
79 1 1034
68 19 1273
62 21 1394
77 58 1051
93 23 1188
10 74 1140
11 65 1478
6 38 1036
98 21 1272
2 10 1205
44 82 1286
52 17 1006
70 25 1430
84 93 1455
46 83 1351
53 77 1188
81 41 1382
86 78 1251
63 16 1139
26 4 1481
