2 50
62 18 1253
21 76 1291
52 73 1432
17 72 1348
47 72 1337
12 76 1041
16 20 1104
17 83 1369
57 47 1033
67 89 1253
33 58 1338
26 98 1091
75 2 1364
81 62 1347
54 14 1051
55 83 1094
76 71 1376
84 72 1092
63 38 1095
90 58 1224
55 98 1328
71 21 1023
97 14 1163
68 71 1162
11 5 1027
30 69 1438
89 42 1434
4 42 1428
32 54 1384
65 51 1288
37 88 1034
96 62 1000
68 69 1106
49 37 1059
6 44 1375
6 39 1207
44 27 1289
2 4 1386
25 6 1159
24 11 1276
57 100 1405
3 21 1019
78 68 1125
8 57 1055
47 78 1076
29 20 1069
28 46 1371
73 97 1062
21 31 1009
60 63 1119
