2 50
1 85 1298
81 83 1556
33 45 1387
9 91 1410
37 66 1213
79 91 1166
98 9 1127
97 76 1183
25 3 1517
68 66 1508
82 75 1183
55 92 1249
31 61 1088
47 32 1052
38 2 1252
70 6 1169
98 85 1349
78 19 1163
47 20 1069
80 25 1176
57 19 1301
94 53 1402
23 95 1529
73 22 1382
100 79 1186
23 20 1121
10 32 1310
63 55 1448
53 75 1396
61 77 1483
78 19 1441
24 25 1390
48 7 1069
55 13 1362
11 28 1267
28 90 1438
80 67 1466
95 27 1257
32 86 1094
59 8 1270
36 77 1504
32 64 1062
75 95 1454
48 73 1542
50 4 1535
19 90 1475
45 69 1453
53 92 1074
87 30 1095
19 25 1081
