2 50
37 74 1203
34 2 1233
27 47 1105
71 38 1000
42 46 1236
23 2 1360
70 28 1143
39 9 1210
3 98 1024
66 42 1304
68 24 1051
48 30 1002
17 13 1304
27 64 1269
95 49 1335
75 76 1037
94 16 958
46 96 1040
16 79 1195
78 28 1354
95 48 1003
55 74 984
42 99 1313
69 49 1359
28 94 1366
3 17 1392
54 65 1353
35 31 1417
80 51 1367
36 45 1202
13 99 1356
30 33 1414
58 54 1270
17 34 1192
80 47 1232
24 19 1421
61 64 1211
55 35 1289
12 5 1347
23 53 1387
36 23 1295
89 57 1367
75 86 1150
5 66 1320
43 30 1288
8 29 1089
69 55 1191
68 69 948
72 19 1137
96 25 1256
