2 50
22 73 2278
92 13 1723
42 10 1447
100 51 726
98 62 1605
3 71 1308
100 2 2006
99 9 1961
28 91 1792
77 67 1950
33 73 1453
19 8 2378
91 61 270
40 71 1379
34 72 985
14 55 1550
90 28 831
59 5 1456
83 57 1742
84 41 847
87 1 954
68 17 432
30 43 1563
81 86 536
5 98 2209
92 64 1116
2 24 442
85 28 1193
87 77 272
48 12 1899
93 82 566
75 63 864
22 50 1805
20 74 1356
90 63 335
31 22 1981
3 92 1898
79 98 2073
79 82 1805
27 35 1776
63 96 770
92 78 322
81 51 1220
29 74 1945
37 37 1545
64 55 1145
35 86 1454
7 3 288
91 13 286
6 47 616
