2 50
16 22 1740
38 30 1891
88 45 2126
73 40 2086
21 59 2037
45 56 1925
47 13 1755
63 92 2047
67 21 1890
51 65 2173
38 100 2062
20 15 1846
28 84 1768
24 17 2156
81 60 2016
49 41 2071
35 2 1967
36 67 1987
36 48 1935
84 92 1942
86 1 2006
9 96 1934
52 30 1861
77 19 2010
10 67 1877
70 44 1787
64 31 1886
54 87 1883
99 5 1883
63 61 2032
100 91 2030
67 41 1744
93 20 1964
19 98 2104
17 45 1993
74 14 1844
80 63 2169
60 57 2145
51 1 1739
80 15 1811
93 79 1718
35 70 2048
78 45 1857
10 63 1861
78 2 1746
6 34 1734
2 15 2125
41 7 1766
50 93 1846
52 20 1927
