2 50
91 37 640
94 32 494
88 64 1219
17 22 974
67 87 1166
19 7 842
11 76 668
92 76 587
15 12 1267
58 64 1168
19 49 565
20 11 1494
68 91 232
45 2 1290
73 73 534
87 4 1609
74 1 927
57 53 1553
77 19 405
15 57 626
91 33 76
80 59 1171
52 87 95
72 78 367
58 49 489
95 99 240
91 81 1269
90 84 158
49 87 316
37 89 297
53 6 1275
12 70 1573
99 77 1344
78 96 1117
85 33 1525
19 71 287
55 37 1667
5 70 465
66 32 282
25 88 957
19 82 445
95 52 1284
25 17 1584
99 80 916
61 73 1290
25 88 1242
42 77 1244
91 12 874
66 92 1027
97 96 1216
