2 50
37 24 539
41 2 673
97 55 523
53 52 294
89 70 682
93 3 598
97 2 547
56 16 352
83 51 578
22 12 350
75 68 602
4 3 301
19 78 410
28 60 318
2 98 338
87 81 481
62 34 546
35 29 717
47 48 670
8 37 691
18 95 243
99 7 716
64 18 274
13 91 720
60 56 294
44 100 517
11 95 276
54 75 481
89 63 685
30 42 635
30 97 339
13 68 476
86 79 513
50 31 286
66 46 536
13 70 372
68 27 541
16 29 313
29 14 278
41 33 506
28 20 710
86 60 439
42 42 293
23 20 455
52 70 568
12 35 625
64 50 713
27 31 251
85 99 374
82 38 259
