2 50
84 20 1421
67 48 2643
12 65 1758
19 24 2428
93 60 1580
35 96 1935
51 95 2654
69 8 1873
95 20 1418
100 23 2406
71 40 1553
10 25 1456
78 83 1819
96 95 2557
84 20 2624
61 20 2473
90 96 2468
63 74 2407
77 5 1915
61 49 2354
39 17 2220
44 4 2135
95 77 1901
72 46 1811
94 55 2275
17 19 2011
74 85 1632
91 15 1667
10 7 2076
27 17 2440
50 26 2327
84 84 1677
28 63 2111
72 66 2624
15 8 2565
6 62 2284
55 30 2455
92 100 1572
21 7 1479
8 78 1902
17 96 1970
49 17 1916
93 93 2259
51 32 1633
36 79 2162
6 37 1700
86 14 2371
19 30 2210
73 81 1822
39 21 1999
