2 50
1 11 2667
44 100 2175
3 30 1540
47 18 1566
21 88 2741
18 58 2204
99 45 1312
98 54 1733
53 6 1251
54 1 1373
14 59 1215
45 22 2760
83 30 2839
31 98 1555
37 39 2914
5 56 2188
41 26 1537
99 28 1000
83 84 1704
18 42 2690
29 97 2117
66 88 2764
45 37 1105
34 43 1752
52 75 1171
13 22 2565
60 74 1767
19 51 2159
72 74 1596
72 58 1404
98 10 1329
72 83 2098
30 14 2395
60 87 2167
9 75 1438
16 50 1345
25 58 1670
18 64 2233
39 81 2835
10 14 2646
24 28 1553
38 46 2373
100 32 2890
31 77 1669
40 77 2562
61 83 2143
79 65 1587
15 100 1452
64 50 1042
27 78 1133
