2 50
20 42 1774
37 61 2022
99 10 1798
43 40 2260
20 98 2157
70 5 2275
54 25 1817
86 83 2153
91 5 2176
13 61 2222
8 37 1784
72 71 1848
30 59 2141
61 22 1834
89 28 1799
46 75 1850
27 39 1816
61 51 1995
48 59 1950
21 73 2250
97 45 1970
43 59 1990
26 38 2181
66 96 1880
41 45 1916
52 78 1920
60 56 2035
22 25 2082
9 98 1998
34 28 2265
40 52 2127
51 10 1781
81 92 2016
24 93 1997
52 78 1781
41 15 1871
21 99 2161
98 36 1969
47 18 2179
81 92 2114
20 29 2083
42 3 2112
41 7 2080
33 58 1805
76 84 2118
40 69 1788
91 50 2025
14 57 2201
91 65 1906
59 52 2153
