2 50
83 7 2471
93 12 2175
58 24 2086
98 10 2265
4 35 2084
36 44 2243
68 84 2091
57 22 2073
74 98 2496
84 16 2488
10 30 2391
1 77 2218
85 88 2311
60 89 2517
65 11 2073
83 76 2029
31 91 2062
79 31 2091
88 10 2312
25 91 2176
99 100 2460
85 7 2218
52 68 2327
30 55 2026
38 98 2113
99 19 2467
36 79 2365
9 100 2428
71 89 2550
55 17 2229
71 75 2562
47 12 2393
94 76 2394
38 43 2102
9 83 2306
53 82 2304
8 52 2045
72 30 2558
33 97 2178
87 24 2223
80 35 2259
59 95 2533
94 57 2538
36 86 2251
100 13 2104
89 69 2279
94 86 2577
35 25 2072
26 83 2289
97 89 2163
