2 50
76 38 871
32 91 187
88 29 32
74 72 604
28 100 479
28 22 1051
54 36 1132
95 90 1205
38 13 474
70 59 1127
9 86 936
44 95 1364
68 15 1390
86 3 486
7 4 236
28 41 998
43 32 659
79 42 957
70 8 777
32 60 195
87 81 374
91 46 570
6 31 157
60 2 534
68 8 990
62 50 81
14 32 1338
26 94 1057
70 74 1257
86 8 1070
79 46 969
23 49 1052
26 33 690
16 99 259
92 54 1082
32 56 547
10 94 1451
22 42 387
3 83 1193
86 31 591
69 64 1036
50 60 82
3 76 465
71 4 174
1 40 490
10 14 1233
28 50 669
47 70 671
80 99 345
87 31 569
