2 50
28 99 737
51 37 1378
65 81 951
89 35 1672
2 19 1385
36 17 1372
80 2 841
71 11 1538
62 5 1861
42 20 1497
42 17 879
30 87 1797
29 96 1868
24 58 1687
14 25 1233
70 77 1712
83 71 1336
72 70 1310
71 80 1205
11 38 807
94 84 1810
83 72 713
63 18 1584
18 20 968
59 22 1463
36 55 929
99 48 948
2 96 1796
56 76 877
62 30 1654
36 39 912
40 5 1597
76 72 1811
5 19 1690
87 46 877
66 72 1113
34 78 1187
53 19 1662
6 52 963
56 38 1074
30 94 716
55 60 1403
78 7 1762
67 49 1825
42 81 955
82 83 894
3 46 1484
52 76 949
90 77 1053
62 70 804
