2 50
19 72 1607
95 91 1330
80 60 1566
94 13 1109
24 9 1331
28 81 1481
43 81 1648
76 38 1438
25 62 1477
69 19 1233
25 33 1265
97 46 1103
62 45 1240
98 1 1503
31 57 1257
28 69 1323
92 10 1283
63 35 1112
10 21 1515
62 84 1173
84 71 1455
13 40 1104
88 93 1636
42 34 1561
68 66 1523
42 99 1100
18 95 1481
63 17 1290
36 54 1102
29 14 1627
64 63 1199
21 69 1156
31 67 1118
92 86 1263
52 57 1552
80 76 1469
99 85 1354
55 60 1445
75 23 1213
41 88 1242
73 61 1559
40 63 1299
69 52 1360
98 83 1233
54 80 1608
10 79 1262
42 34 1557
42 39 1640
75 46 1136
24 40 1576
