2 50
29 86 969
36 70 469
63 84 2072
31 90 1700
29 73 1088
88 41 962
84 25 1438
84 22 1117
86 35 1219
62 15 863
23 88 1939
4 69 2017
28 82 1835
5 68 2019
5 43 1140
99 14 1909
26 2 368
40 96 818
21 39 450
57 34 905
39 42 409
9 20 500
28 73 2112
27 84 1115
56 33 494
55 7 458
59 13 782
90 86 545
23 75 944
20 66 411
25 66 1379
34 39 1463
54 49 424
52 68 1922
38 52 1844
48 99 2031
14 64 282
100 66 1387
45 94 1140
52 19 1831
84 54 2238
8 68 301
8 90 2028
92 82 969
8 20 998
100 83 1947
91 27 1352
23 1 350
76 23 835
47 53 2077
