2 50
73 19 2321
40 36 2087
76 37 2022
64 31 2261
66 50 1985
33 20 2183
58 56 2150
81 47 2056
48 91 2151
65 41 1851
25 70 2107
37 69 1863
69 71 2001
10 98 1989
62 5 2109
93 25 2217
79 45 1931
87 9 2167
96 63 1948
16 19 2278
56 49 2318
9 29 2162
76 100 1884
93 90 1929
58 42 2150
1 65 2050
86 44 1987
74 9 2086
39 21 2009
91 54 2328
14 26 2325
16 76 2303
66 83 1941
15 76 1992
56 58 2221
73 77 1906
17 3 2009
54 17 2309
11 92 1919
100 28 2341
97 54 1942
17 40 2073
85 15 1883
80 94 2132
65 69 1959
23 44 2057
98 75 1957
74 36 2234
95 34 2207
42 23 2280
