2 50
53 60 1789
37 97 882
87 45 1467
62 56 1430
99 78 1747
73 36 1765
98 42 1604
33 10 1690
41 81 1070
2 51 1820
75 13 894
4 78 1347
94 55 929
9 63 1265
62 30 1009
65 53 1362
91 62 894
1 55 1919
26 93 1115
17 24 1562
43 66 1945
53 37 1176
49 58 1495
93 88 983
67 71 1231
19 74 1334
6 91 836
1 64 1984
75 25 1094
35 49 691
14 5 1122
12 98 1631
91 62 1397
57 84 1468
36 91 1535
53 38 929
7 94 744
19 58 1475
58 77 852
96 58 1385
80 82 1725
64 90 884
49 31 1642
67 32 682
48 45 819
28 78 1259
28 36 897
98 79 1269
30 58 1828
62 9 1060
