2 50
94 24 1429
72 28 1333
95 5 1072
28 78 1287
79 35 1198
65 16 1255
17 57 1401
21 56 1110
77 52 1406
24 14 1266
85 68 1361
91 56 1303
32 12 1072
52 96 1376
63 74 1376
13 98 1336
55 78 1107
17 34 1453
30 17 1104
24 26 1071
89 13 1183
47 20 1010
61 59 1002
69 54 1365
17 52 1371
88 81 1377
28 56 995
14 59 1336
23 64 1354
93 92 1384
45 82 1121
25 40 1132
48 66 1042
73 55 1387
23 59 1075
13 13 1028
86 26 1203
34 63 1423
74 58 1144
22 61 1414
58 41 1028
66 78 1354
28 74 1039
10 13 1361
36 4 1460
36 77 1089
62 14 1234
63 27 1423
11 67 1227
88 34 1151
