2 50
26 37 138
12 30 312
91 36 915
3 3 123
7 45 132
3 89 357
21 51 1031
83 92 658
71 56 488
94 53 240
16 6 283
96 80 231
38 92 707
50 8 132
59 1 488
69 85 808
50 96 475
61 42 70
34 65 478
31 48 334
7 30 162
61 67 355
75 2 1011
62 24 118
99 66 640
18 2 465
58 25 283
94 65 453
54 6 679
71 64 1090
6 95 400
23 65 672
66 59 642
53 95 385
37 83 993
6 39 163
72 2 891
88 55 1
4 32 405
86 87 372
66 1 318
100 45 931
56 41 89
92 36 27
3 62 1052
1 75 145
75 87 394
15 98 49
43 56 359
63 25 1099
