2 50
33 14 680
82 34 554
36 23 241
6 72 537
23 99 656
94 9 314
72 45 443
41 31 686
19 11 356
73 17 323
65 17 481
68 7 359
32 81 362
40 14 260
47 55 711
67 8 669
89 30 438
90 7 391
49 36 353
10 22 479
57 59 543
69 64 309
55 84 499
51 27 443
67 32 446
32 72 448
10 93 507
11 86 349
67 94 596
7 8 424
4 62 270
69 67 476
39 54 468
15 18 592
65 20 265
63 100 435
74 15 523
63 75 287
43 53 595
43 66 255
17 96 571
44 94 533
55 12 596
31 73 417
29 39 330
61 43 607
93 10 671
66 92 553
30 100 464
63 13 509
