2 50
64 42 1030
63 39 1770
26 99 1690
91 64 1072
99 99 724
79 64 958
32 11 1886
36 74 1364
22 7 1236
85 64 1350
55 21 1035
83 66 930
6 24 1751
91 7 1862
56 93 1316
23 79 754
79 58 1847
68 65 1168
22 43 857
75 43 1623
73 58 1834
22 5 897
50 46 1064
50 98 1173
40 14 1187
27 1 1600
75 94 1435
95 78 1067
24 54 1688
71 19 1045
19 26 1009
86 85 1314
78 2 971
59 27 1355
28 47 1066
30 7 719
85 93 1898
58 66 1950
59 79 1744
45 73 1537
70 24 1685
71 17 1303
12 71 1904
91 35 1630
13 61 1223
24 68 820
97 81 935
7 14 1438
53 85 1212
98 4 1110
