2 50
44 86 1235
16 13 1217
72 42 1421
46 71 1213
100 22 1291
64 6 990
82 27 1314
11 65 1299
47 23 1067
49 27 1035
39 46 980
96 70 973
59 59 1376
80 92 1152
64 20 984
90 68 1130
43 86 1257
32 65 1247
4 40 1280
59 93 1042
48 5 1370
86 36 1184
82 76 993
37 6 1292
67 4 1008
14 2 1087
68 100 1215
78 9 1401
40 40 1393
11 3 1161
95 53 1256
65 44 1393
6 50 1293
39 97 1411
80 91 1414
19 32 1225
73 14 1077
12 49 1299
1 48 1166
39 31 1027
58 61 1164
40 39 1331
6 71 1015
63 66 1117
15 92 1327
67 33 973
20 42 1340
69 12 1446
1 74 1214
72 55 1069
