2 50
69 56 998
3 80 503
10 73 423
64 59 1167
71 8 1049
12 93 662
34 48 459
87 99 279
100 33 1430
61 48 1014
76 38 1288
4 82 1115
53 20 270
52 65 1396
18 49 1414
37 56 1044
74 41 1292
87 6 157
33 27 956
37 81 915
5 80 1015
68 81 1116
20 11 1049
52 70 436
17 81 1141
70 45 710
57 31 1252
4 68 612
56 100 167
11 73 1051
83 20 169
43 49 1459
41 9 938
100 37 410
53 82 1178
43 17 1055
86 13 675
38 7 901
38 77 1001
21 38 434
66 3 1136
1 91 540
70 92 45
22 24 1408
1 4 931
52 63 774
76 53 1467
69 94 202
99 87 1158
22 25 1479
