2 50
24 80 3219
56 56 2918
22 66 1929
37 60 3100
55 83 1389
17 70 2836
79 35 3127
73 42 2145
58 27 2456
98 94 2531
86 94 1658
71 48 1381
13 75 2976
58 89 2747
11 71 2124
61 46 2139
15 62 2846
40 70 2007
54 92 3128
33 21 2843
20 20 1708
23 100 1263
37 9 1179
95 32 1979
3 60 2327
47 47 1965
86 93 2463
56 56 2032
8 84 1427
71 75 1218
47 54 3052
83 33 2818
51 96 1899
37 57 2482
56 85 1297
76 39 2052
3 12 1595
72 23 2221
52 48 1812
4 89 2696
53 49 1479
63 68 2808
100 37 1599
51 33 2557
38 37 2028
19 22 2684
99 94 1291
43 86 2770
48 59 2686
48 46 1703
