2 50
32 50 1089
35 77 856
93 54 883
45 83 1381
57 52 361
44 16 1001
38 74 1505
17 37 673
6 63 1338
93 32 1044
60 26 853
47 73 72
35 45 223
78 62 336
63 37 1135
80 21 59
32 35 810
30 11 299
36 50 1177
77 25 337
33 24 1068
55 65 922
87 2 590
50 47 688
31 20 1390
58 69 395
53 55 741
30 37 1220
53 25 1306
5 92 1004
20 66 828
33 42 1229
1 57 49
72 24 1157
30 75 53
49 97 285
45 45 1223
61 86 1263
58 96 1216
98 20 1260
90 16 589
76 66 999
40 10 1412
50 70 796
100 46 256
39 56 1084
81 35 1373
1 94 875
52 74 136
78 63 190
