2 50
10 93 1142
54 67 1421
1 29 1187
91 48 1339
88 52 1219
16 44 1202
56 6 1335
98 3 980
99 60 1073
22 1 1344
31 89 1109
30 66 1098
79 47 1329
56 14 1145
36 61 1103
47 2 1094
30 14 1071
42 10 1307
81 70 1429
94 3 1212
2 35 1226
26 34 1330
24 11 1129
85 33 1146
52 43 1243
31 10 989
72 63 1172
96 78 1346
79 88 1222
61 36 1421
22 31 1033
12 10 1022
77 21 1390
47 62 1220
57 98 1425
16 61 1377
61 37 1269
48 53 971
2 36 1079
84 85 1352
8 20 1208
50 53 997
89 76 1332
72 81 1104
48 14 1269
94 34 1370
30 86 1058
39 55 981
60 58 1187
34 98 1032
