2 50
36 65 621
91 6 1696
34 64 1178
93 58 1809
42 54 1577
46 22 1183
70 31 1077
100 40 1664
7 67 928
100 38 794
99 45 1523
34 55 706
23 5 990
41 64 700
68 81 1255
24 23 1078
23 12 1638
69 46 1367
65 64 691
89 8 1374
84 97 1178
8 9 911
76 10 1246
34 34 899
92 72 1708
14 34 1069
9 41 842
51 43 1717
35 3 1141
69 93 1170
9 49 769
1 81 1357
96 33 1581
86 40 1738
11 43 993
41 41 1383
74 65 1394
36 89 1195
74 31 1125
76 74 1042
23 68 964
33 46 1134
93 61 1767
65 92 626
80 98 1544
23 22 1773
27 3 626
69 33 1096
23 21 1164
97 22 1550
