2 50
87 56 1436
29 91 1329
96 49 1438
49 67 1144
23 37 1262
70 40 1172
75 90 1180
91 18 1226
98 4 1336
98 6 1368
45 27 1407
37 71 1512
7 85 1344
53 65 1156
54 73 1054
29 67 1096
25 49 1429
96 75 1485
49 85 1321
69 48 1209
22 44 1397
21 75 1130
16 10 1095
14 62 1063
35 22 1095
39 29 1476
4 62 1054
23 74 1304
34 62 1036
47 56 1505
19 57 1494
82 18 1421
82 50 1215
8 60 1094
73 77 1077
95 38 1180
70 32 1296
3 96 1392
68 68 1421
9 66 1495
31 88 1443
80 45 1320
75 98 1246
72 85 1369
89 39 1538
56 41 1125
7 8 1490
37 4 1288
50 78 1152
25 49 1457
