2 50
46 40 1021
81 80 258
77 45 900
59 2 1021
43 36 1027
99 19 460
15 50 464
1 8 218
30 11 107
12 46 222
71 6 568
15 53 319
55 57 967
72 47 1030
53 85 818
40 77 732
47 35 440
19 6 779
27 24 522
62 23 923
40 38 625
90 84 706
20 23 897
54 21 795
7 17 634
20 34 328
61 95 331
64 27 751
12 63 429
38 98 610
66 28 421
33 87 997
5 62 78
64 2 485
46 52 412
79 35 435
59 6 681
97 39 69
76 95 614
81 33 723
23 60 272
62 100 767
3 77 430
12 70 478
30 43 518
72 76 666
35 23 555
55 97 320
27 86 259
18 15 869
