2 50
17 98 1463
78 72 1875
38 61 1639
87 90 2404
44 75 2103
15 51 1995
64 12 1986
34 34 2373
14 88 1795
11 24 1569
58 77 2282
87 76 2309
1 91 2565
36 41 1588
58 56 2055
72 74 1543
18 58 1682
94 9 2069
10 18 2019
55 63 2596
53 79 1597
42 78 1631
69 30 2409
13 96 1542
54 42 1482
98 12 1614
8 3 1663
6 91 2577
96 27 1475
15 92 2366
10 81 1667
68 83 2191
33 38 1745
17 18 1557
64 16 1654
40 5 1623
48 56 2073
35 4 1920
90 71 1545
51 38 1530
94 9 1367
97 28 2106
52 95 2538
10 3 2510
78 33 1601
52 34 1745
46 81 1562
43 8 1740
90 41 1384
93 32 2115
