2 50
20 55 1877
8 6 1947
73 72 2004
57 27 1964
28 61 1983
24 15 1866
70 33 1867
57 88 1925
44 46 1772
70 48 1754
70 42 2095
20 14 2000
57 29 1920
94 40 2017
57 45 1740
18 4 2006
78 50 1721
3 30 1634
48 63 2018
70 69 1863
52 13 1722
80 100 1956
5 62 1885
47 34 1820
99 61 1981
52 29 1786
55 64 2084
28 92 1713
79 10 1721
57 55 1689
19 74 1990
28 27 1774
61 48 1786
77 50 1634
36 46 1632
47 60 1649
11 61 2038
60 10 2095
72 74 1691
23 31 2061
19 27 1701
16 93 1798
37 50 1849
3 38 1744
20 32 1652
53 95 1743
61 10 1696
64 8 1799
99 52 1812
46 45 1980
