2 50
37 40 582
83 36 626
72 37 1046
76 18 80
36 55 334
94 68 1037
35 78 279
44 84 899
92 62 510
72 29 644
92 16 258
23 75 138
98 70 1009
92 33 678
23 90 140
7 53 535
44 58 1155
1 94 472
62 42 448
38 59 57
9 5 437
1 31 418
43 84 26
87 88 305
11 81 982
90 53 426
64 56 938
60 87 958
8 64 742
45 98 351
59 56 638
33 20 663
94 49 944
38 9 921
60 15 1158
88 99 410
98 68 1134
49 57 771
22 60 240
39 1 111
66 11 399
52 46 260
77 16 621
26 89 645
23 46 938
43 99 938
85 48 582
62 96 388
48 32 1116
46 18 20
