2 50
79 20 2194
54 45 1986
99 64 2092
80 3 1985
4 35 2093
91 68 2320
95 95 1859
22 80 2307
89 12 2192
2 71 2203
79 24 2235
39 87 2125
49 40 2257
5 29 2157
9 29 1920
18 98 1910
96 7 2063
49 10 1921
41 90 2323
68 78 1858
73 74 1932
98 87 2273
33 76 2128
24 90 2213
82 77 2148
89 21 1833
18 31 1954
63 81 2139
15 54 1908
45 2 1944
65 49 1975
42 12 2127
75 9 2225
86 20 2047
43 81 2010
31 2 2069
58 30 1968
81 32 2161
82 76 2214
79 23 1897
62 78 2075
38 24 2095
81 79 2101
14 93 1846
38 62 1989
12 37 2278
71 23 1901
53 70 2225
62 90 2016
1 25 1866
